person_id,name,gender
nm0593541,Lizan Mitchell,0
nm0628233,Phyllis Newman,1
nm0913488,Kerry Washington,1
nm0133474,Ron Canada,2
nm0000815,Mili Avital,1
nm0087245,Danny Blanco Hall,2
nm1470268,Marie Michel,1
nm0240043,Anne Dudek,1
nm0476906,Mimi Kuzyk,1
nm0278125,John Finn,2
nm0675114,Jeff Perry,2
nm0811541,Rick Snyder,2
nm0831812,Danny Stone,0
nm0214501,Vito DeFilippo,2
nm0383280,Robert Higden,2
nm0903985,Vlasta Vrána,2
nm0746442,Bill Rowat,0
nm0751720,Richard Russo,0
nm1470260,Stella Arroyave,1
nm0073084,Jude Beny,0
nm0127362,John Cenatiempo,2
nm1013513,Lydia Zadel,1
nm0004067,Russell Yuen,2
nm1470334,Kate Whitney,0
nm1470330,Jessica Schulte,0
nm0696559,Philip Pretten,2
nm0000914,Robert Benton,2
nm0583292,Nicholas Meyer,2
nm0102508,Ronald M. Bozman,2
nm1103398,Steve Hutensky,0
nm0443486,Eberhard Kayser,0
nm0482764,Andre Lamal,2
nm0524342,Gary Lucchesi,2
nm0645164,Michael Ohoven,2
nm0742347,Tom Rosenberg,2
nm0777408,Rick Schwartz,2
nm0005110,Ashton Kutcher,2
nm0005346,Tara Reid,1
nm0725200,Andy Richter,2
nm0009016,Jon Abrahams,2
nm0462712,David Koechner,2
nm0001182,Carmen Electra,1
nm0788340,Molly Shannon,1
nm0511478,Betty Linde,0
nm1124997,John Jacobs,2
nm0000104,Antonio Banderas,2
nm0001303,Carla Gugino,1
nm0000161,Salma Hayek,1
nm0001544,Ricardo Montalban,2
nm0852466,Holland Taylor,1
nm0431918,Mike Judge,2
nm0641610,Matt O'Leary,2
nm0652089,Emily Osment,1
nm1331735,Ryan Pinkston,0
nm0900053,Robert Vito,2
nm0002810,Bobby Edner,2
nm0423111,Courtney Jines,1
nm0001086,Alan Cumming,2
nm0000200,Bill Paxton,2
nm0000704,Elijah Wood,2
nm1411125,Selena Gomez,1
nm0754513,Evan Sabara,0
nm0155166,Camille Chen,1
nm0549682,Peter Marquardt,2
nm1412815,James Paxton,2
nm0000215,Susan Sarandon,1
nm0222593,Aidan Devine,2
nm0532068,Cynthia Mace,1
nm0192056,Steve Cumyn,2
nm0549603,Carl Marotte,2
nm0637992,Paulino Nunes,2
nm0954891,Kathryn Zenna,0
nm0006854,Roger Spottiswoode,2
nm0005377,Sam Rockwell,2
nm0000442,Rutger Hauer,2
nm0000354,Matt Damon,2
nm0005545,Jerry Weintraub,2
nm0350454,Maggie Gyllenhaal,1
nm0258117,Michael Ensign,0
nm0355711,Jennifer Hall,1
nm1014989,David Julian Hirsh,2
nm0498956,Rachelle Lefevre,1
nm0876003,Sean Tucker,2
nm0253833,Ilona Elkin,0
nm0020739,Krista Allen,1
nm0604736,Jaye P. Morgan,0
nm0163863,Dick Clark,2
nm0798014,Anna Silk,1
nm0454236,Richard Kind,2
nm0011374,Steve Adams,2
nm1210944,Linda Tomassone,0
nm0442109,Charlie Kaufman,2
nm0493662,Andrew Lazar,2
nm0712444,Rand Ravich,2
nm0330335,Jonathan Gordon,2
nm0263236,Stephen Evans,2
nm0001752,Steven Soderbergh,2
nm0001876,Catherine Zeta-Jones,1
nm0000250,Renée Zellweger,1
nm0001451,Queen Latifah,1
nm0000152,Richard Gere,2
nm0004724,Christine Baranski,1
nm0004875,Taye Diggs,2
nm0766762,Cliff Saunders,2
nm0922035,Dominic West,2
nm0272173,Colm Feore,2
nm0729234,Chita Rivera,1
nm0592874,Susan Misner,1
nm0269658,Denise Faye,1
nm1129963,Deidre Goodwin,1
nm0616550,Mýa,1
nm0770704,Ekaterina Chtchelkanova,1
nm0005154,Lucy Liu,1
nm0926439,Jonathan Whittaker,0
nm0564921,Sean McCann,2
nm0247720,Jayne Eastwood,1
nm0603417,Marty Moreau,2
nm0483325,Vicky Lambert,0
nm0648874,Cynthia Onrubia,1
nm0724237,Martin Richards,2
nm0174374,Bill Condon,2
nm0002080,Bob Fosse,0
nm0000138,Leonardo DiCaprio,2
nm0000139,Cameron Diaz,1
nm0000553,Liam Neeson,2
nm0322407,Brendan Gleeson,2
nm0004355,Roger Ashton-Griffiths,2
nm0376101,David Hemmings,2
nm0319142,Lawrence Gilliard Jr.,2
nm0126250,Michael Byrne,2
nm0507207,Gary Lewis,2
nm0001794,Henry Thomas,0
nm0099054,Barbara Bouchet,1
nm0218712,Brendan Dempsey,2
nm0058867,Nick Bartlett,2
nm0270393,Flaminia Fegarotti,1
nm0334318,Stephen Graham,2
nm0550371,Eddie Marsan,2
nm0566680,Alec McCowen,2
nm0786806,Cara Seymour,1
nm0012683,Rab Affleck,2
nm0683116,Tim Pigott-Smith,2
nm0318409,Sean Gilder,2
nm0051394,David Bamber,2
nm1275283,Lucy Davenport,1
nm0785938,John Sessions,2
nm0687081,Angela Pleasence,1
nm0000217,Martin Scorsese,2
nm0168379,Jay Cocks,2
nm0518836,Kenneth Lonergan,2
nm0342129,Maurizio Grimaldi,0
nm0369592,Michael Hausman,2
nm1289898,Michael Ovitz,2
nm0948833,Rick Yorn,2
nm0717518,Joseph P. Reidy,2
nm0268923,Laura Fattori,1
nm0342090,Alberto Grimaldi,2
nm0454752,Graham King,2
nm2155388,Barbara Phillips Marco,0
nm0883267,Colin Vaines,0
nm0004423,Gerry Robert Byrne,2
nm0000288,Christian Bale,2
nm0001833,Emily Watson,0
nm0005171,Angus Macfadyen,2
nm0000293,Sean Bean,2
nm0700712,Dominic Purcell,2
nm0434968,Christian Kahrmann,0
nm0675730,Sean Pertwee,2
nm0001209,William Fichtner,2
nm1013098,John Keogh,2
nm1284948,David Barrash,0
nm0551678,Dirk Martens,2
nm0361959,Matthew Harbour,2
nm0131032,Maria Pia Calzone,0
nm1285533,Emily Siewert,0
nm0280117,Florian Fitz,2
nm0174760,Brian Conley,2
nm0851458,Anatole Taubman,2
nm0934483,Kurt Wimmer,2
nm0000957,Jan de Bont,2
nm0287946,Lucas Foster,2
nm0005212,Ian McKellen,2
nm0000239,Liv Tyler,1
nm0089217,Orlando Bloom,2
nm0722636,John Rhys-Davies,2
nm0000489,Christopher Lee,2
nm0000276,Sean Astin,2
nm0101710,Billy Boyd,2
nm0597480,Dominic Monaghan,2
nm0785227,Andy Serkis,2
nm0915989,Hugo Weaving,2
nm0662164,Craig Parker,2
nm0384060,Bernard Hill,2
nm0001584,Miranda Otto,1
nm0881631,Karl Urban,2
nm0855092,Olivia Tennet,1
nm0112400,Jed Brophy,0
nm1275727,Calum Gittins,0
nm0045324,John Bach,2
nm0535741,Robbie Magasiva,2
nm0633604,John Noble,0
nm0539137,Robyn Malcolm,1
nm0680274,Bruce Phillips,0
nm0881831,Stephen Ure,0
nm0498731,Nathaniel Lees,2
nm0394126,Bruce Hopkins,0
nm0500237,John Leigh,2
nm0001392,Peter Jackson,2
nm0651614,Barrie M. Osborne,2
nm0951763,Saul Zaentz,2
nm0649507,Mark Ordesky,2
nm1088153,Michael Lynne,2
nm0909638,Fran Walsh,1
nm0101991,Philippa Boyens,1
nm0001670,Natasha Richardson,1
nm0000234,Charlize Theron,1
nm0000664,Patrick Swayze,2
nm0651660,Holmes Osborne,2
nm0743304,Chelcie Ross,2
nm0103655,Jordan Brady,2
nm0205127,Matthew Davis,2
nm0931404,Olivia Williams,1
nm0004930,Scott Foley,2
nm0564697,Holt McCallany,2
nm0157915,Nick Chinlund,2
nm0002076,Jason Flemyng,2
nm0397110,Andrew Howard,2
nm0265457,Christopher Fairbank,2
nm0500614,Matthew Leitch,2
nm0366977,Jonathan Hartman,0
nm0878638,David Twohy,0
nm0839938,Lucas Sussman,2
nm0004716,Darren Aronofsky,2
nm0046020,Sue Baden-Powell,1
nm0739868,Andrew Rona,2
nm0914615,Eric Watson,2
nm0001593,Anna Paquin,1
nm0316284,Giancarlo Giannini,2
nm0555093,Fele Martínez,2
nm0960869,Stephan Enquist,0
nm0718704,Fermí Reixach,0
nm0049371,Jaume Balagueró,2
nm0208340,Fernando de Felipe,2
nm0273429,Carlos Fernández,2
nm0273327,Julio Fernández,2
nm0522160,Guy J. Louthan,2
nm0951206,Brian Yuzna,2
nm0597410,Taylor Momsen,1
nm0240113,Dale Dudley,0
nm0370796,Ron Hayden,0
nm0487278,Angela Lanza,0
nm0000141,David Duchovny,2
nm0441588,Nicky Katt,2
nm0001416,Catherine Keener,1
nm0001383,David Hyde Pierce,2
nm0005516,Blair Underwood,2
nm0005064,January Jones,1
nm0644897,Sandra Oh,1
nm0005388,Brad Rowe,2
nm0307531,Jeff Garlin,2
nm0170186,Enrico Colantoni,2
nm0000399,David Fincher,2
nm0414423,Gregory Jacobs,2
nm0469660,Scott Kramer,2
nm0000130,Jamie Lee Curtis,1
nm0520562,Brad Loree,2
nm0005354,Busta Rhymes,2
nm0435323,Bianca Kajlich,1
nm0755267,Katee Sackhoff,1
nm0005272,Thomas Ian Nicholas,2
nm0004723,Tyra Banks,1
nm0859503,Sean Patrick Thomas,2
nm0581365,Ryan Merriman,0
nm0566869,Daisy McCrackin,1
nm0456186,Luke Kirby,2
nm0443004,Billy Kay,2
nm0528311,Gus Lynch,2
nm0301874,Lorena Gale,1
nm0748755,Marisa Rudiak,0
nm0423637,Dan Joffre,2
nm0840096,Haig Sutherland,0
nm0797638,Brad Sihvon,0
nm1211347,Kelly Nielson,0
nm0876683,Gary J. Tunnicliffe,2
nm1222820,Ryan McDonald,0
nm1209226,Charisse Baker,0
nm0853573,Natassia Malthe,1
nm0479526,Kyle Labine,2
nm0742819,Rick Rosenthal,0
nm0507082,David Lewis,2
nm0249886,Chris Edwards,0
nm1211326,Michael McCartney,0
nm1211609,Ananda Thorson,0
nm0104487,Larry Brand,2
nm0002160,Moustapha Akkad,2
nm0000610,Giovanni Ribisi,2
nm0320969,Remo Girone,2
nm0733625,Stefania Rocca,1
nm0818281,Alessandro Sperduti,0
nm0768641,Mattia Sbragia,2
nm0764318,Stefano Santospago,0
nm0224325,Alberto Di Stasio,0
nm0895477,Giovanni Vettorazzo,0
nm0056593,Gianfranco Barra,2
nm0725664,Vincent Riotta,2
nm0878756,Tom Tykwer,2
nm0036155,Stefan Arndt,2
nm0394564,William Horberg,2
nm0682830,Krzysztof Piesiewicz,2
nm0001425,Krzysztof Kieślowski,2
nm0859476,Rufus Thomas,2
nm0681920,Wilson Pickett,2
nm0933836,Mary Wilson,1
nm0601844,Sam Moore,2
nm0124974,Jerry Butler,2
nm2000631,Jaye Michael Davis,0
nm2000856,Don Bryant,0
nm0409005,Luther Ingram,0
nm0373698,Chris Hegedus,1
nm0672060,D.A. Pennebaker,2
nm1132283,Roger Friedman,2
nm0000228,Kevin Spacey,2
nm0000194,Julianne Moore,1
nm0000592,Pete Postlethwaite,2
nm0001277,Scott Glenn,2
nm0406975,Rhys Ifans,2
nm0684521,Gordon Pinsent,2
nm0004736,Jason Behr,2
nm0595485,Katherine Moennig,1
nm0683978,Larry Pine,2
nm0036261,Jeannetta Arnette,1
nm0002120,Lasse Hallström,2
nm0414608,Robert Nelson Jacobs,2
nm0326150,Linda Goldstein Knowlton,0
nm0343222,David Gropman,2
nm0005563,Irwin Winkler,2
nm0390970,Leslie Holleran,1
nm0934362,Penelope Wilton,1
nm0922335,Samuel West,2
nm0922367,Timothy West,2
nm0550994,Kris Marshall,2
nm0041411,Juliet Aubrey,1
nm0404332,Derek Hutchinson,2
nm1097354,Juliet Howland,0
nm0007154,Stephen Marcus,2
nm0572965,Pauline McLynn,1
nm0264236,Richard Eyre,2
nm0289221,Robert Fox,2
nm0939606,Charles Wood,0
nm0000212,Meg Ryan,1
nm0413168,Hugh Jackman,2
nm0000630,Liev Schreiber,2
nm0005227,Breckin Meyer,2
nm0005169,Natasha Lyonne,1
nm0925966,Bradley Whitford,2
nm0925717,Paxton Whitehead,2
nm0336960,Spalding Gray,2
nm0821817,Josh Stamberg,2
nm0697069,Matthew Sussman,2
nm0043662,Charlotte Ayanna,1
nm0097842,Philip Bosco,2
nm0413087,Andrew Jack,2
nm0870560,Stan Tracy,0
nm1102891,Kristen Schaal,0
nm0205626,Viola Davis,1
nm0003506,James Mangold,2
nm0737216,Steven Rogers,2
nm0465298,Cathy Konrad,1
nm0000453,Ian Holm,2
nm0538692,Lawrence Makoare,2
nm1019674,Sala Baker,2
nm0572867,Sarah McLeod,1
nm0397102,Alan Howard,2
nm0032370,Noel Appleby,0
nm1104283,Megan Edwards,0
nm0272527,Mark Ferguson,2
nm0000656,Madeleine Stowe,1
nm0001616,Mekhi Phifer,2
nm0000352,Vincent D'Onofrio,2
nm0347375,Tim Guinee,2
nm0235427,Gary Dourdan,2
nm0587431,Ivana Miličević,1
nm0120235,Burt Bulos,2
nm0143187,Caroline Case,0
nm0472567,Ehren Kruger,2
nm0441794,Marty Katz,2
nm0526917,Daniel Lupi,2
nm0001219,Gary Fleder,2
nm0000255,Ben Affleck,2
nm0641168,Brian O'Halloran,2
nm0002436,Shannon Elizabeth,1
nm0244630,Eliza Dushku,1
nm0005123,Ali Larter,1
nm0002071,Will Ferrell,2
nm0005134,Jason Lee,2
nm0000555,Judd Nelson,2
nm0137506,George Carlin,2
nm0829537,Jon Stewart,2
nm0000434,Mark Hamill,2
nm0000725,Joey Lauren Adams,1
nm0001814,Gus Van Sant,2
nm0001147,Shannen Doherty,1
nm0000127,Wes Craven,2
nm0001674,Chris Rock,2
nm0703315,Joe Quesada,0
nm0808410,Harley Quinn Smith,1
nm0206528,Morris Day,2
nm0205657,William B. Davis,2
nm0089456,Marc Blucas,2
nm0155562,Ekin Cheng,2
nm0465503,Louis Koo,2
nm0156444,Cecilia Cheung,0
nm0510914,Kelly Lin,1
nm0955471,Zhang Ziyi,1
nm0943104,Wu Jing,2
nm0005033,Sammo Hung,2
nm0490614,Lau Shun,0
nm0848377,Patrick Tam,2
nm0007139,Tsui Hark,2
nm0001172,Christopher Eccleston,2
nm0542635,Alakina Mann,1
nm0972848,James Bentley,2
nm0843059,Eric Sykes,2
nm0144187,Elaine Cassidy,1
nm0038914,Renée Asherson,0
nm0020717,Keith Allen,2
nm0265610,Michelle Fairley,1
nm1019987,Alexander Vince,2
nm0717276,Gordon Reid,2
nm0530341,Ricardo López,0
nm0001217,Fionnula Flanagan,1
nm0191109,José Luis Cuerda,2
nm0839331,Sunmin Park,0
nm0000129,Tom Cruise,2
nm0906048,Paula Wagner,1
nm0004797,Bruno Campos,2
nm0466579,Alix Koromzay,1
nm0261678,Will Estes,2
nm0001902,Edward Albert,2
nm0524136,Gaven E. Lucas,0
nm0641389,Jim O'Heir,2
nm0211523,Jean de Segonzac,2
nm0129238,Beth Anne Calabro-Oulman,0
nm0334665,Cary Granat,2
nm1026767,Mike Leahy,0
nm0267506,Anna Faris,1
nm0356021,Regina Hall,1
nm0915465,Shawn Wayans,2
nm0005541,Marlon Wayans,2
nm0557733,Christopher Masterson,2
nm0005370,Kathleen Robertson,1
nm0189144,David Cross,2
nm0000249,James Woods,2
nm0000347,Tim Curry,2
nm0001760,Tori Spelling,1
nm0254402,Chris Elliott,2
nm0596959,Richard Moll,2
nm0001021,Veronica Cartwright,1
nm0004867,James DeBello,2
nm1004025,Beetlejuice,0
nm0004923,Vitamin C,1
nm0005540,Keenen Ivory Wayans,2
nm1010379,Alyson Fouse,1
nm0333240,Greg Grabianski,2
nm0811360,Michael Anthony Snowden,2
nm0915460,Craig Wayans,2
nm0324970,Eric L. Gold,2
nm0777910,Peter Schwerin,2
nm0922919,Brad Weston,2
nm0689844,Dave Polsky,2
nm0002663,Diane Ladd,1
nm0000593,Kelly Preston,1
nm0341431,Andy Griffith,2
nm0780428,Sandra Seacat,1
nm0697789,John Prine,2
nm0001815,Jim Varney,2
nm0004735,James Van Der Beek,2
nm0000337,Rachael Leigh Cook,1
nm0001518,Dylan McDermott,2
nm0000643,Tom Skerritt,2
nm0871430,Randy Travis,2
nm0551462,Brian Martell,0
nm0000547,Alfred Molina,2
nm0607930,Billy Morton,0
nm0627714,Kate Newby,0
nm0001598,Robert Patrick,2
nm0584352,Gordon Michaels,2
nm0719860,Joe Renteria,2
nm0425053,Eric Johnson,2
nm0591171,Steve Miner,2
nm0123913,Scott Busby,2
nm0178638,Martin Copeland,2
nm0000159,Teri Hatcher,1
nm0000500,Richard Linklater,2
nm0622897,Guillermo Navarro,2
nm0790339,Shannon Shea,0
nm0124930,Gerard Butler,2
nm0001538,Jonny Lee Miller,2
nm0905311,Justine Waddell,1
nm0261170,Jennifer Esposito,1
nm0004898,Omar Epps,2
nm0922342,Shane West,2
nm0005194,Danny Masterson,2
nm0277213,Nathan Fillion,2
nm0005394,Jeri Ryan,1
nm0613147,Lochlyn Munro,2
nm0096176,W.K. Border,0
nm0527261,Patrick Lussier,0
nm0000300,Juliette Binoche,1
nm0000136,Johnny Depp,2
nm0001989,Leslie Caron,1
nm0005251,Carrie-Anne Moss,1
nm0661311,Aurelien Parent Koenig,0
nm0939795,John Wood,2
nm0317884,Antonio Gil,0
nm0640560,Hugh O'Conor,2
nm0858284,Victoire Thivisol,1
nm0174983,Gaelan Connell,2
nm0173868,Elisabeth Commelin,0
nm0177267,Ron Cook,2
nm0322486,Michèle Gleizer,1
nm0695461,Harrison Pratt,0
nm0088971,Alan C. Blomquist,2
nm0113360,David Brown,2
nm0178243,Mark Cooper,0
nm0325455,Kit Golden,0
nm0692921,Meryl Poster,1
nm0364862,Joanne Harris,1
nm0000569,Gwyneth Paltrow,1
nm0608012,Joe Morton,2
nm0000449,Natasha Henstridge,1
nm0001282,Tony Goldwyn,2
nm0000426,Jennifer Grey,1
nm0301959,Johnny Galecki,2
nm0000715,Caroline Aaron,1
nm0513281,Alex D. Linz,2
nm0233562,David Dorfman,2
nm0249962,Edward Edwards,2
nm0132610,Julia Campbell,1
nm0820574,David St. James,2
nm0001601,David Paymer,2
nm0306240,Juan García,2
nm0740400,Don Roos,2
nm0326512,Steve Golin,2
nm0000899,Monica Bellucci,1
nm0837868,Giuseppe Sulfaro,2
nm0681218,Matilde Piana,1
nm0636537,Pietro Notarianni,2
nm0036907,Gaetano Aronica,2
nm0224004,Gabriella Di Luzio,1
nm0671010,Angelo Pellegrino,2
nm0655157,Paola Pace,0
nm0765006,Lucia Sardo,0
nm0703002,Aurora Quattrocchi,0
nm0616236,Claudia Muzi,1
nm0321420,Ornella Giusto,1
nm0700118,Conchita Puglisi,0
nm0406911,Gilberto Idonea,2
nm0666060,Giuseppe Pattavina,2
nm0312908,Domenico Gennaro,2
nm0699110,Pippo Provvidenti,0
nm0855773,Maria Terranova,1
nm0145830,Marcello Catalano,2
nm0608133,Elisa Morucci,0
nm0145816,Franco Catalano,2
nm0034241,Daniele Arena,0
nm0514425,Giovanni Litrico,0
nm0345439,Gianluca Guarrera,0
nm0104178,Michel Daniel Bramanti,0
nm0096613,Salvatore Borghese,2
nm0347843,Emanuele Gullotto,0
nm0868153,Giuseppe Tornatore,0
nm0898812,Luciano Vincenzoni,0
nm0001729,Craig Sheffer,2
nm0878155,Nicholas Turturro,2
nm0103208,Doug Bradley,2
nm0755556,Nicholas Sadler,2
nm0263102,Noelle Evans,1
nm0852780,Lindsay Taylor,1
nm0313530,Matt George,0
nm0928795,Michael Shamus Wiles,2
nm0056936,Sasha Barrese,1
nm0429760,Kathryn Joosten,1
nm0034492,Carmen Argenziano,2
nm0220600,Scott Derrickson,2
nm0229422,DMX,2
nm0541218,Method Man,2
nm0714983,Redman,2
nm0797421,Beanie Sigel,2
nm0750019,Ja Rule,2
nm0085430,Memphis Bleek,2
nm0167308,DJ Clue,0
nm0024893,Amil,0
nm2325735,Chris Fiore,0
nm0000483,Christopher Lambert,2
nm0668271,Bruce Payne,2
nm0001600,Adrian Paul,2
nm0053887,Lisa Barbuscia,1
nm0249622,Beatie Edney,1
nm0007439,Douglas Aarniokoski,2
nm0205287,Peter S. Davis,2
nm0659949,William N. Panzer,2
nm0792156,Dave Sheridan,2
nm0652783,Cheri Oteri,1
nm0935441,Marissa Jaret Winokur,1
nm0298281,Kurt Fuller,2
nm0424688,Buddy Johnson,2
nm0064556,Phil Beauman,2
nm0294997,Jason Friedberg,2
nm0783536,Aaron Seltzer,2
nm0562598,Lee R. Mayes,2
nm0340522,Brad Grey,2
nm0755911,Peter Safran,2
nm0954848,Bo Zenga,2
nm0005327,Freddie Prinze Jr.,2
nm0001231,Claire Forlani,1
nm0004755,Jason Biggs,2
nm0221902,Amanda Detmer,1
nm0004989,Alyson Hannigan,1
nm0057075,Brendon Ryan Barrett,2
nm0858858,Gay Thomas-Wilson,0
nm0064375,Raquel Beaudene,1
nm0793171,Blake Shields,2
nm0423586,Tsianina Joelson,1
nm0138509,Matt Carmody,2
nm0231946,Heather Donahue,1
nm0385076,Richard Hillman,0
nm0341377,Tim Griffin,2
nm0699243,Timi Prulhiere,1
nm0751966,Eric Rutherford,0
nm0776580,Matt Schulze,2
nm0644870,Angela Oh,1
nm0693090,Brian Poth,2
nm0717131,Mimi Rose,1
nm0180848,David Correia,2
nm0002059,Lisa Eichhorn,1
nm0818514,Barbara Spiegel,1
nm0004727,Kylie Bax,1
nm0386087,Kristy Hinze,1
nm0729471,Ines Rivero,1
nm0445825,Susan Kellermann,1
nm0030836,Bryan Anthony,0
nm0044472,Sybil Azur,0
nm0408336,Carrie Ann Inaba,1
nm0594601,Diane Mizota,1
nm0608931,Chris Moss,0
nm0641851,Nancy O'Meara,1
nm0680855,Tracy Phillips,1
nm0790714,Kelleia Sheerin,1
nm0940342,Zachary Woodlee,0
nm0950403,Jason Yribar,0
nm0191747,Sabrina Culver,1
nm1795196,Mike DiGiacinto,0
nm1026414,Dayna Price,1
nm0410769,Robert Iscove,2
nm0332069,Lee Gottsegen,0
nm1530021,Jay Cohen,2
nm0587884,Andrew Miller,2
nm0523198,Andrew Lowery,0
nm0582108,Jill Sobel Messick,1
nm0772003,Murray Schisgal,0
nm0001667,Jonathan Rhys Meyers,2
nm0005216,Janet McTeer,1
nm0001057,Toni Collette,1
nm0412850,Eddie Izzard,2
nm0941056,Emily Woof,1
nm0269923,Michael Feast,2
nm0447330,Lindsay Kemp,0
nm0441047,Ganiat Kasumu,0
nm5499902,Lee Mark Jones,0
nm0202862,David Hoyle,2
nm0000232,Sharon Stone,1
nm0711805,Elden Henson,2
nm0001085,Kieran Culkin,0
nm0001687,Gena Rowlands,1
nm0001765,Harry Dean Stanton,2
nm0001533,Meat Loaf,2
nm0507338,Jenifer Lewis,1
nm0001254,James Gandolfini,2
nm0000096,Gillian Anderson,1
nm0155093,Peter Chelsom,2
nm0679917,Rodman Philbrick,0
nm0001223,Lara Flynn Boyle,1
nm0001710,David Schwimmer,2
nm0806217,Joey Slotnick,2
nm0341737,Rachel Griffiths,1
nm0931781,Temple Williams,0
nm0242226,Christine Dunford,1
nm0948272,Malik Yoba,2
nm0211726,Melissa De Sousa,1
nm0936762,John Witherspoon,2
nm0823507,Fredro Starr,2
nm0147825,Cedric the Entertainer,2
nm0791381,Millicent Shelton,1
nm0399737,Reginald Hudlin,2
nm0399738,Warrington Hudlin,0
nm0001459,Denis Leary,2
nm0189200,Joseph Cross,2
nm0005280,Rosie O'Donnell,0
nm0001127,Dana Delany,1
nm0717562,Timothy Reifsnyder,0
nm0005179,Camryn Manheim,1
nm0005466,Julia Stiles,1
nm0491357,Dan Lauria,2
nm0796117,M. Night Shyamalan,2
nm0940531,Cary Woods,2
nm0005450,David Spade,2
nm0000498,Matthew Lillard,2
nm0001800,Rip Torn,2
nm0853231,Tamara Taylor,1
nm0258627,Greg Erb,2
nm0138502,Don Carmody,2
nm0387674,David Hoberman,2
nm0790715,Penelope Spheeris,0
nm0000564,Peter O'Toole,2
nm0324790,Joanna Going,1
nm0694066,Clifton Powell,2
nm0653293,Rick Otto,0
nm0159513,Valerie Chow,0
nm0625126,Adam Nelson,2
nm0358610,John Hammil,2
nm0167175,John Scott Clough,2
nm0217716,Michael DeLorenzo,2
nm0385376,Robert Himber,2
nm0005019,Bo Hopkins,2
nm0460694,Robert Knepper,2
nm0773146,Paul Schmidt,0
nm0356698,Dean Hallo,2
nm0742610,Clive Rosengren,0
nm0944137,Edmund Wyson,0
nm0248063,Lucas Elliot Eberl,2
nm0001643,Linnea Quigley,1
nm0236946,Judith Drake,1
nm0621046,Yvette Nipar,1
nm0465588,Dean R. Koontz,2
nm0152640,Joe Chappelle,2
nm0005300,Allen Payne,2
nm0280245,Glenn Fitzgerald,2
nm0001375,Kim Hunter,1
nm0709907,John Randolph,2
nm0414907,Peter Jacobson,2
nm0004908,Edie Falco,1
nm0836121,Michael Stuhlbarg,2
nm0387395,Ching Hoh-Wai,1
nm0945026,Boaz Yakin,2
nm0000686,Christopher Walken,2
nm0000884,Jennifer Beals,1
nm0005261,Brittany Murphy,1
nm0000616,Eric Roberts,2
nm0200752,Glenn Danzig,2
nm0005568,Russell Wong,2
nm0405337,Steve Hytner,2
nm0007940,Bruce Abbott,2
nm0896149,Renée Victor,1
nm0219324,Elizabeth Dennehy,1
nm0256121,Ethan Embry,2
nm0817770,Greg Spence,2
nm0514655,Robert Little,2
nm0927074,Gregory Widen,2
nm0143935,Desiree Casado,0
nm0330917,Mel Gorham,1
nm0001457,James Le Gros,2
nm2381447,Andrew Marks,0
nm0661775,Adam Park,2
nm0000274,David Arquette,2
nm0000117,Neve Campbell,1
nm0001073,Courteney Cox,1
nm0001264,Sarah Michelle Gellar,1
nm0005085,Jamie Kennedy,0
nm0582418,Laurie Metcalf,1
nm0005264,Elise Neal,1
nm0005278,Jerry O'Connell,2
nm0648249,Timothy Olyphant,2
nm0000586,Jada Pinkett Smith,1
nm0000794,Lewis Arquette,2
nm0552222,Duane Martin,2
nm0001261,Rebecca Gayheart,1
nm0005577,Portia de Rossi,1
nm0001287,Heather Graham,1
nm0413996,Roger L. Jackson,0
nm0005045,Joshua Jackson,2
nm0629653,Marisol Nichols,1
nm0005561,Luke Wilson,2
nm0001831,David Warner,2
nm0004757,Selma Blair,1
nm0005687,Peter Deming,2
nm0343459,Molly Gross,1
nm0568777,Rebecca McFarland,1
nm0932078,Kevin Williamson,2
nm0665875,John Patrick,2
nm0794705,Craig Shoemaker,2
nm0291698,Walter Franks,0
nm0678113,Nina Petronzio,1
nm0510926,Lucy Lin,1
nm0667574,Philip Pavel,2
nm0640669,Nancy O'Dell,1
nm0788202,Adam Shankman,2
nm0281945,Anne Fletcher,1
nm0531821,Lance MacDonald,0
nm0037186,Daniel K. Arredondo,0
nm0256126,John Embry,0
nm0922974,Jennifer Weston,1
nm0416889,Rodney L. James,0
nm0662162,Corey Mendell Parker,0
nm1875808,Jason Trost,0
nm0809882,Sarah Christine Smith,1
nm0534543,Marianne Maddalena,1
nm0000427,Pam Grier,1
nm0001233,Robert Forster,2
nm0000403,Bridget Fonda,1
nm0100889,Michael Bowen,2
nm0000676,Chris Tucker,2
nm0004986,Lisa Gay Hamilton,0
nm0001474,Tom Lister Jr.,2
nm0333888,Aimee Graham,1
nm0024425,Tangie Ambrose,0
nm0881914,Diana Uribe,0
nm0570555,Elizabeth McInerney,1
nm0562802,Colleen Mayne,0
nm0522503,Laura Lovelace,0
nm0527991,Christine Lydon,0
nm0259964,Julia Ervin,0
nm0519041,Juliet Long,0
nm0078480,Michelle Berube,0
nm0108912,Candice Briese,0
nm0542760,Gary Mann,0
nm0214246,Jeffrey Deedrick,0
nm0626597,Roy Nesvold,0
nm0932879,Herbert Hans Wilmsen,0
nm0935589,Hattie Winston,0
nm1371977,Mary Ann Schmidt,1
nm0723651,Glendon Rich,2
nm0930533,Ellis E. Williams,2
nm0000245,Robin Williams,2
nm0001745,Stellan Skarsgård,2
nm0000378,Minnie Driver,1
nm0000729,Casey Affleck,2
nm0369513,Cole Hauser,2
